0	0
2000000	0
2000001	0
2000002	100000
2000101	100000
2000102	0
2000103	0
2000104	-100000
2000201	-100000
2000202	0
2000203	0
4000000	0
4000001	0
4000002	-1000000
4000101	-1000000
4000102	0
4000103	0
6000000	0
6000001	0
6000002	-400000
6000251	-400000
6000252	0
6000253	0
8000000	0
8000001	0
8000002	-100000
8000101	-100000
8000102	0
8000103	0
10000000	0
10000001	0
10000002	400000
10000101	400000
10000102	0
10000103	0
10000104	-400000
10000201	-400000
10000202	0
10000203	0
12000000	0
12000001	0
12000002	160000
12000251	160000
12000252	0
12000253	0
12000254	-160000
12000501	-160000
12000502	0
12000503	0
14000000	0
14000001	0
14000002	1000000
14000101	1000000
14000102	0
14000103	0
14000104	-1000000
14000201	-1000000
14000202	0
14000203	0
16000000	0
16000001	0
16000002	-160000
16000251	-160000
16000252	0
16000253	0
18000000	0
18000001	0
18000002	800000
18000251	800000
18000252	0
18000253	0
18000254	-800000
18000501	-800000
18000502	0
18000503	0
20000000	0
20000001	0
20000002	1000000
20000251	1000000
20000252	0
20000253	0
20000254	-1000000
20000501	-1000000
20000502	0
20000503	0
22000000	0
22000001	0
22000002	200000
22000101	200000
22000102	0
22000103	0
22000104	-200000
22000201	-200000
22000202	0
22000203	0
24000000	0
24000001	0
24000002	-1000000
24000251	-1000000
24000252	0
24000253	0
26000000	0
26000001	0
26000002	600000
26000101	600000
26000102	0
26000103	0
26000104	-600000
26000201	-600000
26000202	0
26000203	0
28000000	0
28000001	0
28000002	-600000
28000101	-600000
28000102	0
28000103	0
30000000	0
30000001	0
30000002	100000
30000251	100000
30000252	0
30000253	0
30000254	-100000
30000501	-100000
30000502	0
30000503	0
32000000	0
32000001	0
32000002	600000
32000251	600000
32000252	0
32000253	0
32000254	-600000
32000501	-600000
32000502	0
32000503	0
34000000	0
34000001	0
34000002	400000
34000251	400000
34000252	0
34000253	0
34000254	-400000
34000501	-400000
34000502	0
34000503	0
36000000	0
36000001	0
36000002	-600000
36000251	-600000
36000252	0
36000253	0
38000000	0
38000001	0
38000002	-100000
38000251	-100000
38000252	0
38000253	0
40000000	0
40000001	0
40000002	-200000
40000101	-200000
40000102	0
40000103	0
42000000	0
42000001	0
42000002	800000
42000101	800000
42000102	0
42000103	0
42000104	-800000
42000201	-800000
42000202	0
42000203	0
44000000	0
44000001	0
44000002	-200000
44000251	-200000
44000252	0
44000253	0
46000000	0
46000001	0
46000002	-400000
46000101	-400000
46000102	0
46000103	0
48000000	0
48000001	0
48000002	-800000
48000101	-800000
48000102	0
48000103	0
50000000	0
50000001	0
50000002	-800000
50000251	-800000
50000252	0
50000253	0
52000000	0
52000001	0
52000002	-160000
52000101	-160000
52000102	0
52000103	0
54000000	0
54000001	0
54000002	160000
54000101	160000
54000102	0
54000103	0
54000104	-160000
54000201	-160000
54000202	0
54000203	0
56000000	0
56000001	0
56000002	200000
56000251	200000
56000252	0
56000253	0
56000254	-200000
56000501	-200000
56000502	0
56000503	0
58000000	0
58000001	0
58000002	100000
58000101	100000
58000102	0
58000103	0
58000104	-100000
58000201	-100000
58000202	0
58000203	0
60000000	0
60000001	0
60000002	400000
60000251	400000
60000252	0
60000253	0
60000254	-400000
60000501	-400000
60000502	0
60000503	0
62000000	0
62000001	0
62000002	100000
62000251	100000
62000252	0
62000253	0
62000254	-100000
62000501	-100000
62000502	0
62000503	0
64000000	0
64000001	0
64000002	-600000
64000101	-600000
64000102	0
64000103	0
66000000	0
66000001	0
66000002	400000
66000101	400000
66000102	0
66000103	0
66000104	-400000
66000201	-400000
66000202	0
66000203	0
68000000	0
68000001	0
68000002	160000
68000251	160000
68000252	0
68000253	0
68000254	-160000
68000501	-160000
